=== Sheet: Live Sheet for Business Activit ===
Reference Number | Activity ID | Segment | Activity Master: Activity Master Name | Segment (Arabic) | Type | External Approval Required? | Approving Authority | Type of Approval | Description | Description (Arabic) | Status
22.103 | 4773919 | Retails | Retail Sale of Scientific and Laboratory Equipment | محلات بيع تجزئة | Retail | False |  |  | It is the resale in specialized retail stores of all devices, machines and equipment that are used within scientific or medical laboratories, research and laboratory tests, or others. | هي إعادة  البيع في المتاجر المتخصصة بالتجزئة  لجميع الأجهزة والآلات والمعدات التي   تستخدم داخل المعامل والمختبرات العلمية أو الطبية    أو الأبحاث والفحوصات المخبرية أو غيرها. | Active
30.11 | 7220002 | Research and Development | Research & Experimental Development on Social Sciences | البحث والتطوير | General | False |  |  | Includes firms, centers or institutes specialized in elaborating studies and experimental and development researches on social sciences (Economics, psychology, sociology, legal sciences etc.) and human sciences (languages, arts, etc.), so as to enrich kno | يشمل المنشآت أو المراكز أو المعاهد المتخصصة في  مجال إعداد الدراسات والبحوث التجريبية والتطويرية   في مجال العلوم الإجتماعية (الإقتصاد, علم النفس , علم الإجتماع, العلوم القانونية, وغيرها) بحيث تؤدي   تلك الدراسات والبحوث إلى إثراء رصيد المعرفة وإبتكار طرا | Active
31.1 | 6120004 | Satellite | Satellite Communications | الأقمار الاصطناعية | General | False |  |  | Includes commercial establishments specialized in information and communication services with respect to the activities of space communications via satellites where technology in multi-transmission facilities through the airwaves and based on a single tec | يشمل المنشآت التجارية المتخصصة فى خدمات المعلومات والاتصالات فيما يتعلق بالانشطة الاتصالات الفضائية عبر الاقمار الصناعية حيث يتم تقديم تكنولوجيا فى مرافق الارسال متعدد الأتجاهات عن طريق الموجات الهوائية وقد تقوم على تكنولوجيا وحيدة أو مجموعة من التكنولوجي | Active
4.1.21 | 8549042 | Training and Development | Training on Personal Development Competencies | التطوير والتدريب | General | False |  |  | Includes training on programs that affect the development of the mental and social capabilities of individuals through learning the skills that support those abilities such as argumentation skills, communication skills, teamwork, behavior development, cre | يشمل التدريب على البرامج التي تؤثر على تنمية القدرات العقلية والاجتماعية للأفراد من خلال تعلم المهارات التي تدعم تلك القدرات مثل مهارات عرض الحجج، مهارات الاتصال، العمل الجماعي، تنمية السلوك، التفكير الإبداعي، البحث عن العمل، الخطابة، احترام الذات، الكفاء | Active
5.1.75 | 5222001 | Service Provider | Ports Management | مزود الخدمات | Special | False |  |  | Includes firms engaged in managing and operating the logistic operations in the ports, involving the movement of ships and cargo, the loading and unloading of ships and containers and storage, tugs, berths operations. | يشمل المنشآت المتخصصة في إدارة وتشغيل وتنظيم العمليات اللوجستية الخاصة بالموانئ ويشمل ذلك حركة السفن والشحن، أعمال المناولة والتفريغ والتخزين، سحب وقطر السفن، الموارد البشرية، وتشغيل أحواض تصليح السفن. | Active
22.63 | 4723002 | Retails | Retail Sale of Smoking Accessories and Tobacco Heating Devices | محلات بيع تجزئة | Retail | False |  |  | Includes reselling of smoking pipes, pipe holders, narghiles (water pipe), lighters, ash trays, match boxes, tobacco boxes and other smokers’ requisites also, it involves narghiles renting, also, the devices for electrically heating rolled or powdered tob | هي إعادة بيع لوازم التدخين من غلايين وحمالات الغلايين ونارجيلات وولاعات ومنافض رماد السجائر وعلب الثقاب وعلب حفظ السجائر وعلب ترطيب التبغ وسائر الأدوات التي يستخدمها المدخنون، كما يشمل تأجير النوع الفاخر من النارجيلات، كما يشمل الأجهزة الإلكترونية التي تس | Active
22.64 | 4723003 | Retails | Retail Sale of Electronic Cigarettes and Accessories | محلات بيع تجزئة | Retail | False |  |  | It is the reselling in retail shops of all kinds of electronic cigarettes and their various flavors and supplies. | هي إعادة  البيع في المتاجر المتخصصة بالتجزئة لجميع انواع  السجائر الالكترونية  وكذلك النكهات الخاصة بها ولوازمها. | Active
22.107 | 4773946 | Retails | Retail Sale of Greenhouse Equipment and Supplies | محلات بيع تجزئة | Retail | False |  |  | Include the resale in specialized shops or shops for all types of sale of agricultural houses, whether made of glass or plastic, which works to protect the environment of the Germinating inside, where the temperature and humidity and ventilation, it is al | يشمل إعادة البيع فى المتاجر المتخصصة أو المحلات التجارية لجميع أنواع بيع البيوت الزراعية سواء كانت مصنوعة من الزجاج أو البلاستيك والتي تعمل على حماية بيئة الإنبات داخلها من حيث درجة الحرارة والرطوبة والتهوية، كما إنها تعمل على تحسين الإنتاج الزراعي في الأ | Active
8.2.19 | 7730031 | Healthcare Support | Renting Of Medical Equipment | دعم الرعاية الصحية | General | False |  |  | Includes renting various medical equipment and devices used in medical establishments, as well as light medical equipment used by medical teams who provide home health services to patients in their residence, including blood pressure monitors, ECG, and bo | يشمل المنشآت التي تقوم بتاجير الاثاث المكتبي من المكاتب والمقاعد والطاولات والخزانات  وادراج للخزانة وما اليها سواء للاستعمال التجاري  أو بغرض التأجير علي الافراد او المنشأت   لمددة مؤقته | Active
8.2.20 | 8690005 | Healthcare Support | Optical Center | دعم الرعاية الصحية | General | True |  Department of Health Abu Dhabi | Post | A facility licensed and equipped to examine sight, prepare medical glasses and apply contact lenses according to the report of ophthalmologist.. | هو منشأة مرخصة ومجهزة لفحص البصر وتجهيز النظارات  الطبية وتركيب العدسات اللاصقة بناء على تقرير   أخصائي أمراض العيون. | Active
8.2.21 | 8690007 | Healthcare Support | Ambulance Services | دعم الرعاية الصحية | General | False |  |  | Includes firms providing ambulance emergency and non- emergency medical services by a well equipped ambulances for transferring patients and injured persons to hospitals and clinics, involving transport of patients from homes, escort services, located in  | يشمل تقديم الخدمات الإسعافية الطبية بواسطة سيارات الإسعاف داخل المدن وخارجها لنقل المرضى والمصابين للمستشفيات ومراكز العلاج, ويشمل نقل المرضى والمصابين من المنازل , يشترط أن يتوفر لهذه المنشآت سيارات إسعاف مطابقة للمواصفات الفنية المطلوبة من مركز خدمات ال | Active
8.2.22 | 8690008 | Healthcare Support | Dieting & Weight Control Services | دعم الرعاية الصحية | General | True |  Department of Health Abu Dhabi | Post | Includes firms specialized in diet systems and weight loss or control programs. This process involves consultations, advice, support and regular follow-up to ensure the customer is sticking to his lifestyle changes, in addition to advice on low calorie me | يشمل المنشآت المتخصصة في انظمة الحمية الغذائية وبرامج التنحيف والتخلص من البدانة وانقاص الوزن او السيطرة عليه، وتشمل هذه الخدمة توفير الاستشارة والنصائح والارشادات والمتابعة الصحية المستمرة للتأكد من التزام الشخص بتغيير نمط العادات الغذائية والنشاطات البد | Active
8.2.23 | 8690009 | Healthcare Support | Medical Analysis | دعم الرعاية الصحية | General | True |  Department of Health Abu Dhabi | Post | These are the licensed health facilities, which are defined as the profession overseeing the medical laboratory science, which in turn confirms the following hypotheses in its definition are to obtain laboratory test samples effectively and in a timely ma | وهي المنشآت الصحية المرخصة والتي يتم تعريفها علي أنها المهنة المشرفة علي علوم المختارات الطبية والتي بدورها تؤكد الفروض التالية في تعريفها هي الحصول علي عينات الاختبار المعملي بصورة فعالة وفي الوقت المناسب الحصول علي نتائج دقيقة للاختبارات المعملية ربط مع | Active
5.2.62 | 7110903 | Consultancy | Consultancy of Electricity Engineering | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of electrical engineering. These offices may only engage in engineering consultation after being registered in the reg | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال الهندسة الكهربائية ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو الجهة المحلية للأم | Active
5.2.63 | 7110904 | Consultancy | Agriculture and Animal and Fisheries Wealth Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of agriculture and fisheries. These offices may only engage in engineering consultation after being registered in the  | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال الزراعة والثروة السمكية ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو الجهة المحلية | Active
5.2.64 | 7110907 | Consultancy | Quantity Calculations and Inventory Engineering Consultancy for Projects | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of calculation and inventory of quantities for engineering projects (including institutions that study the quantities  | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال حساب وحصر الكميات للمشاريع الهندسية ( يشمل المنشآت التي تعمل في دراسة الكميات   التي تدخل في تنفيذ المشروعات الإنشائية   وتقدير أحجا | Active
5.2.65 | 7110909 | Consultancy | Soil Testing and Classification Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of inventory and classification of soil. These offices may only engage in engineering consultation after being registe | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال حصر التربةوتصنيفها  ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو الجهة المحلية للأ | Active
8.2.26 | 8690012 | Healthcare Support | Acupuncture Center | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | A health facility licensed to provide medical treatment through insertion of metal needles into the skin and underlying tissues. It is believed that the needle affects the hypothetical channels and burning spaces of the body. The site of insertion is chos | هو منشأة صحية متخصصة في تقديم العلاج الطبي   عن طريق إستخدام إبر معدنية في الجلد والأنسجة   المبطنة, حيث يعتقد أن هذه الإبر تؤثر في القنوات   الإفتراضية والفراغات في الجسم, ويتم إختيار مكان  غرز الإبر لتؤثر على عضو معين بغرض العلاج. | Active
8.2.27 | 8690014 | Healthcare Support | Chiropractic Center | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | A health facility specialized in correction of vertebral column joints and bones status by mechanical manipulation of the vertebral column. It includes preparing the patient for manual therapy through muscle relaxant devices such as thermal, electrical, u | هو منشأة صحية متخصصة في تقديم العلاج عن طريق  تصحيح وضع مفاصل وعظام العمود الفقري بواسطة حركات  اللي أو الجذب أو الدفع لفقرات العمود الفقري, ويشمل  النشاط تجهيز المريض للعلاج اليدوي وذلك بوضعه على أجهزة  تساعد في إرخاء عضلاته مثل الأجهزة الحرارية والتنبيه | Active
8.2.28 | 8690016 | Healthcare Support | Homeopathy Center | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | A health facility licensed to practice homeopathy medicines to restore internal body balance through a system of therapeutics based on the theory that "like cures like" where is believed that a large amount of a particular drug may cause symptoms of disea | هو منشأة صحية متخصصة بممارسة الطب المثلي  الي يسعى   إلى إعادة التوازن داخل الجسم من خلال مساعدته على   المعالجة بالمثل, ويقوم على مبدأ أن خصائص بعض المواد  تسبب أعراضا معينة وتكون شافية إذا أخذت بكميات عالية  التخفيف. | Active
8.2.29 | 8690017 | Healthcare Support | Traditional Chinese Medicine Center | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | A health facility licensed to provide medical treatment based on Chinese dualistic theory (Yin, Yang). This theory is used to understand pathology, diagnosis and treatment. Diagnostic conclusions are drawn from the quality of the voice, and notes are made | هو منشأة متخصصة في تقديم العلاج الطبي المستند على  النظرية الثنائية (الين واليانج) حيث تستخدم النظرية  لفهم الأمراض والتشخيص والعلاج ويتم إستخلاص النتائج  التشخيصية من نوعية الصوت ولون الوجه واللسان وكذلك   فحص النبض , ويعتبر كلا من الوخز بالإبر الصينية و | Active
8.2.24 | 8690010 | Healthcare Support | Home Health Care Center | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | A health facility licensed to provide patients at their homes with health care services less intensified than that required at the health facility. The services include, but not limited to, nursing care, I.V therapy, respiratory therapy, ECG, physical and | هو منشأة صحية تقدم رعاية صحية للمرضى في مكان  إقامتهم على مستوى أقل من متطلبات المنشأة الصحية,  وقد تشمل هذه الخدمات ولا تقتصر  على الرعاية التمريضية,  المعالجة الوريدية, المعالجة التنفسية, تخطيط القلب,  المعالجة الفيزيائية ومعالجة التأهيل الوظيفي. | Active
5.2.67 | 7110911 | Consultancy | Engineering Consultancy of Ship Building Engineering | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that are engaged in the preparation of designs and drawings for consultancy in the field of shipbuilding engineering (including preparation of designs and drawings for the building of ships, boats  | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال هندسة بناء السفن ( يشمل إعداد التصاميم والرسومات الخاصة ببناء   السفن والقوارب وغيرها من وسائل النقل المشابه,   كما يشمل ذلك وضع الم | Active
8.2.32 | 8690022 | Healthcare Support | Osteopathy Center | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | A health facility specialized in treatment of body structure such as bones, joints, ligaments, tendons, muscles and connective tissues, as well as their relation with each other and their health status on various body systems. | هو منشأة صحية متخصصة في تقديم العلاج عن طريق   علاج بنية الجسم مثل العظام والمفاصل والأربطة   والأوتار والعضلات والأنسجة الرابطة, وعلاقتها   مع بعضها وتأثيرات وضعها الصحي على أجهزة الجسم  المختلفة. | Active
8.2.33 | 8690025 | Healthcare Support | Naturopathy Center | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | Is health facility specialized in using natural methods in the treatment such as healthy nutrition, fasting, hydrotherapy, and natural health habits, e.g, simple exercises, relaxation contemplation, optimism and herbal medicines. | هو منشأة صحية متخصصة في إستخدام الوسائل الطبيعية  في العلاج مثل: التغذية الصحية, الصوم, المعالجة   المائية, العادات الصحية الطبيعية مثل التمارين   البسيطة والإسترخاء والتأمل, التفاؤل بالحياة كذلك  المداواة بالأدوية العشبية. | Active
5.2.73 | 7110927 | Consultancy | Liquids Mechanics Engineering Consultancy | الاستشارات | General | False |  |  | This includes engineering activities and services provided for the gas, thermal and hydraulic power plants, automotive engineering, internal combustion engines and water pumping units in the areas of fluid mechanics, propulsion systems, air regeneration a | يشمل الأنشطة والخدمات الهندسية التي   تقدم لمحطات توليد الكهرباء الغازية   والحرارية والمائية وهندسة السيارات   ومحركات الإحتراق الداخلي ووحدات ضخ   المياه في مجالات ميكانيكا الموائع ونظم   الدفع وتجديد الهواء وتكييفه ونظم تكييف   الهواء. | Active
5.2.74 | 7110928 | Consultancy | Aviation Engineering Consultancy | الاستشارات | General | False |  |  | This includes the preparation of designs and drawings for the construction of aircraft of all kinds, including the development of detailed specifications of materials used in the manufacture and installation of equipment and engines suitable for each type | يشمل إعداد التصاميم والرسومات الخاصة   ببناء الطائرات بأنواعها ويشمل ذلك وضع   المواصفات التفصيلية للمواد المستخدمة   في التصنيع وتركيب التجهيزات والمعدات   والمحركات المناسبة لكل نوع منها حسب   الإستخدامات والأغراض التي ستخصص لها. | Active
5.2.75 | 7110929 | Consultancy | Mechanical Power Engineering Consultancy | الاستشارات | General | False |  |  | This includes engineering activities and services provided to power plants, air conditioning companies and automotive engineering in the fields of thermodynamics and heat transfer for thermal machines, power stations, combustion and fuel technology, propu | يشمل الأنشطة والخدمات الهندسية التي   تقدم لمحطات توليد الكهرباء وشركات تكييف   الهواء وهندسة السيارات في مجالات الديناميكا   الحرارية وإنتقال الحرارة للآلات الحرارية   ومحطات القوى وتكنولوجيا الاحتراق والوقود   ونظم الدفع وغيرها. | Active
5.2.76 | 7110931 | Consultancy | Geophysical, Geochemical & Geomechanical Engineering Services | الاستشارات | General | False |  |  | Includes providing services and consultancies related to the study of the earth shape and internal structure using quantitative physical methods for remote exploration to analyze potential petroleum reservoirs and mineral deposits, locate groundwater, it  | يشمل المنشآت التي تقدم الإستشارات والخدمات الهندسية حول إستكشاف الخصائص الفيزيائية للأرض والتعرف على الطبقات تحت السطحية من خلال الطرق الفيزيائية الكمية للكشف عن محتويات باطن الأرض من مياه جوفية ونفط وغاز طبيعي ، كما يشمل هندسة الجيوكيمياء التي تعنى بإستخ | Active
5.2.77 | 7110932 | Consultancy | Petroleum Recycling Engineering Consultancy | الاستشارات | General | False |  |  | This includes engineering consultancy for oil companies, gas processing and fertilizer plants in the fields of petroleum refining, thermodynamics, chemical engineering, gas control and manufacturing, and heat and mass transfer phenomena. | يشمل تقديم الاستشارات الهندسية لشركات   البترول وتصنيع الغاز ومصانع الأسمدة في   مجالات هندسة تكرير البترول والثروموديناميكا   والهندسة الكيميائية وعمليات التحكم وتصنيع   الغاز وظواهر انتقال الحرارية والكتلة. | Active
5.2.86 | 7110952 | Consultancy | Petrochemical Engineering Consultancy | الاستشارات | General | False |  |  | This includes engineering activities for petrochemical-based factories such as factories of detergents, paints, synthetic fibers, etc. in the petrochemical and chemical manufacturing industries. | يشمل الأنشطة الهندسية التي تقدم للمصانع   التي تعتمد علي البتروكيماويات في إنتاجها   مثل مصانع المنظفات والدهانات والألياف   الصناعية وغيرها, وذلك في مجالات الصناعات   البتروكماوية وعمليات تصنيع الكيماويات. | Active
5.2.87 | 7110953 | Consultancy | Air Aviation and Communication Services of Civil Aviation Consultancy | الاستشارات | General | False |  |  | This includes consulting offices that provide navigation services, civil aviation, telecommunications services, civil aviation consultancy and development, and providing consultancy work to ensure that the area, instructions relating to the airport and op | يشمل مكاتب الاستشارات التى تقدم خدمات الملاحه و الطيران المدني وخدمات الاتصالات وتقديم الاستشارات الطيران المدني وتطويره وتقديم الاستشارات بتشغيل يكفل عدم الإخلال بالمنطقة أو التعليمات الخاصة بالمطار وسير العمل فيه وتتولى في سبيل ذلك التحقيق في المخالفات  | Active
5.2.88 | 7110954 | Consultancy | Claims Analysis Engineering Consultancy | الاستشارات | General | False |  |  | It includes engineering activities that provide consultations, studies, design, technical auditing, engineering supervision of implementation, carrying out preliminary and final receipt of projects, providing expertise and technical advice, and representi | يشمل الانشطة الهندسية التى تقدم الاستشارات و الدراسات والتصميم والتدقيق الفني والإشراف الهندسي على التنفيذ والقيام بأعمال الاستلام الأولي والنهائي للمشاريع وتقديم الخبرات والمشورات الفنية وتمثيل الجهات الرسمية في أعمال التحكيم وذلك لمشاريع جهات القطاع الع | Active
8.2.37 | 8690032 | Healthcare Support | Cord Blood Center | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | A health facility licensed to collect the umbilical cord blood stem cells from newly born babies and store to use in treating malignant diseases such as cancers, sickle, cell anemia, thalassemia. | يشمل العيادات المراكز في إستخلاص وتخزين الخلايا الجذعية من دم الحبل السري للأطفال حديثي الولادة وذلك لإستخدامها في علاج حالات طبية مثل سرطانات الدم وداء هودكينز بالإضافة إلى الأمراض الموروثة جينيا مثل مرض الخلايا المنجلية | Active
8.2.38 | 8690042 | Healthcare Support | Gene Laboratory | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | A licensed health facility equipped to perform various genetic tests. | يشمل المختبرات التي تقوم باجراء كافة أنواع التحاليل المخبرية والفحوصات الجينية. | Active
5.2.89 | 7110957 | Consultancy | Safety and Prevention Against Fire Engineering Consultancy | الاستشارات | General | False |  |  | This includes engineering consultancy for architectural designs of buildings and establishments in terms of safety and prevention of fire, as well as design and inspection of fire alarm and control systems for buildings and establishments, design and insp | تشمل الاستشارات الهندسية للتصاميم المعمارية للمنشآت والمباني من ناحية الوقاية والسلامة من الحريق، وكما تشمل تصميم و فحص أنظمة الإنذار والمكافحة من الحريق للمباني و المنشآت، وتصميم وفحص أنظمة التهوية والدخان، ويتضمن فحص أنظمة المصاعد و السلالم المتحركة. | Active
5.2.56 | 7110707 | Consultancy | Tunnel Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of tunnels. These offices may only engage in engineering consultation after being registered in the register of engine | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال الأنفاق ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو الجهة المحلية للأمارة محل الأ | Active
8.2.35 | 8690029 | Healthcare Support | Laser Cosmetic Center | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | Includes clinics where a surgeon specialized in plastic surgery is permanently and continuously available to provide cosmetic surgery by laser. | يشمل العيادات التي يعمل فيها بصفة أصلية ومستمرة طبيب أو أكثر من الأطباء الأخصائيين أو الاستشاريين في جراحات التجميل بإستخدام الليزر. | Active
8.2.36 | 8690031 | Healthcare Support | Blood Bank Service Center | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | Specialized facility that deals with people for blood donation, preservation, and performing laboratories tests to assure the safe use of the donated blood and its contents, and dispensing it based on the approved policy and procedures. | هو مركز متخصص للتعامل مع الجمهور بغرض سحب الدم وحفظه وإجراء التشخيص المخبري للتأكد من سلامة الدم ومكوناته وصرفه بناءً على الأسس والمعايير المعتمدة لذلك. | Active
8.2.39 | 8810002 | Healthcare Support | Health Education Services | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | It includes the facilities specialized in the provision of health education and awareness programs on certain diseases, such as breast cancer, for the patients and their families. Such activity entails the distribution of printed, audio and visual materia | يشمل المنشآت المتخصصة في تقديم برامج التوعية والتثقيف الصحي حول بعض الأمراض مثل سرطان الثدي وذلك للمرضى وعائلاتهم ، ويشمل ذلك توزيع النشرات المطبوعة والمواد السمعية والمرئية ، القيام بحملات توعية بصورة دورية ، عقد ندوات التوعية في المرافق المختلفة مثل الأ | Active
8.2.34 | 8690027 | Healthcare Support | Hijjama Center | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | A facility provides cupping therapy (Hijama) by qualified and licensed professional. | هذا النوع من المنشآت يوفر خدمات العلاج بالحجامة عن طريق أفراد مؤهلين ومرخصين لتقديم العلاج. | Active
5.2.84 | 7110946 | Consultancy | Heavy Machinery Engineering Consultancy | الاستشارات | General | False |  |  | Includes advisory offices specialized engineering and preparing designs, drawings and specifications of engineering consultancies in the areas of engineering, heavy machinery, and may not be the architect or the Office of the engineering consultancy work  | يشمل المكاتب  الاستشارية الهندسية المتخصصة  والتي تقوم بإعداد التصميمات والرسومات والمواصفات الخاصة  بالاستشارات الهندسية في مجالات هندسة الأليات الثقيلة ، ، ولا يجوز للمهندس أو مكتب الاستشارات الهندسية العمل في غير التخصص أو التصنيف المرخص له به | Active
5.2.85 | 7110951 | Consultancy | Car Engineering Consultancy | الاستشارات | General | False |  |  | This includes engineering consultancy specialized in the preparation of designs and drawings for cars and other similar means of transport. This also includes the development of detailed specifications of the materials, equipment and engines appropriate t | يشمل الاستشارات الهندسية المتخصصه في اعداد التصاميم والرسومات الخاصة بالسيارات وغيرها من وسائل النقل المشابه كما يشمل ذلك وضع المواصفات التفصلية للمواد والمعدات والمحركات المناسبة منها وذلك حسب الاستخدامات والاغراض التى ستخصص لها . | Active
8.2.14 | 4923013 | Healthcare Support | Transportation of Medical Materials | دعم الرعاية الصحية | General | False |  |  | Includes specialized facilities to transport medical supplies to medical facilities such as hospitals, clinics and medical centers operations.  The establishment that transfer all kind of medical and medicine   material like ( all kind of medicine – antis | يشمل المنشآت المتخصصة في عمليات نقل المواد الطبية إلى المنشآت الطبية كالمستشفيات والعيادات والمراكز الطبية  التى تقوم بنقل جميع انواع المواد و الدوائيه الطبية مثال على ذلك ( الادوية – المطهرات – عقاقير – الابر بجميع انواعها – الشاش الطبي bandage – المواد  | Active
5.2.57 | 7110708 | Consultancy | Drilling and Reclamation Work Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of drilling and reclamation works. These offices may only engage in engineering consultation after being registered in | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال أعمال الحفر والأستصلاح ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو الجهة المحلية  | Active
5.2.58 | 7110709 | Consultancy | Airports and Air Transportation Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of airports and air transport. These offices may only engage in engineering consultation after being registered in the | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال المطارات والنقل الجوي  ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو الجهة المحلية  | Active
5.2.59 | 7110710 | Consultancy | Dams, Hydraulic and Geological Works Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of dams and hydraulics and geological works. These offices may only engage in engineering consultation after being reg | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجالالسدود والأعمال الهيدرولكية والجيولوجية ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أ | Active
5.2.66 | 7110910 | Consultancy | Environment Pollution Control and Protection Means Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of environmental pollution control and means of environment protection. These offices may only engage in engineering c | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال في التحكم فى تلوث البيئة ووسائل حمايتها ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة  | Active
5.2.61 | 7110902 | Consultancy | Computer Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of computer. These offices may only engage in engineering consultation after being registered in the register of engin | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال الحاسب الألي ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو الجهة المحلية للأمارة مح | Active
5.2.79 | 7110936 | Consultancy | Technical Consultancy of Buildings and Engineering Models Execution | الاستشارات | General | False |  |  | It includes preparing and preparing miniature models of buildings and construction projects, or models, shapes, and engineering designs of all kinds, such as designs of tools, utensils, devices, vehicles, etc. | يشمل إعداد وتجهيز النماذج المجسمة المصغرة   للأبنية والمشروعات الإنشائية أو النماذج   والأشكال والتصاميم الهندسية بأنواعها كتصاميم   الأدوات والأواني والأجهزة والمركبات وغيرها. | Active
8.2.25 | 8690011 | Healthcare Support | Telemedicine Counseling Center | دعم الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | A center specialized in using different communication means to provide diagnostic, therapeutic and learning services for individuals residing in places far from specialized medical centers. It includes direct contact with specialists around the world for  | هو مركز متخصص في إستعمال وسائل الإتصال المختلفة لتقديم  خدمات تشخيصية وعلاجية وتعليمية للأفراد الذين يقيمون بعيدا  عن المراكز الطبية المتخصصة, كما يشمل إجراء إتصالات مباشرة   مع كبار المتخصصين من مختلف أنحاء العالم للإستشارة والتشخيص   والمعالجة دون تقديم | Active
